id,productId,userId,supplierId,transactionType,totalProducts,totalPrice,discount,promotion,saleDate,status,createdAt
TX35,PROD25,USR3,SUP6,PURCHASE,10,832.1,0.0,False,2024-01-05,RECEIVED,2026-01-10T22:15:11.552514
TX36,PROD24,USR8,,SALE,1,48.27,0.0,False,2024-01-05,COMPLETED,2026-01-10T22:15:11.552523
TX37,PROD4,USR2,SUP6,PURCHASE,22,2183.06,0.0,False,2024-01-05,RECEIVED,2026-01-10T22:15:11.552532
TX38,PROD2,USR6,,SALE,7,721.84,0.0,False,2024-01-05,COMPLETED,2026-01-10T22:15:11.552541
TX39,PROD5,USR1,,SALE,1,122.37,0.0,False,2024-01-05,COMPLETED,2026-01-10T22:15:11.552550
TX40,PROD29,USR6,,SALE,2,229.02,0.0,False,2024-01-05,COMPLETED,2026-01-10T22:15:11.552561
TX41,PROD25,USR9,SUP4,PURCHASE,9,748.89,0.0,False,2024-01-06,RECEIVED,2026-01-10T22:15:11.552572
TX42,PROD30,USR4,SUP2,PURCHASE,10,591.5,0.0,False,2024-01-06,RECEIVED,2026-01-10T22:15:11.552582
TX43,PROD29,USR7,,SALE,6,687.06,0.0,False,2024-01-06,COMPLETED,2026-01-10T22:15:11.552591
TX44,PROD26,USR7,SUP6,PURCHASE,12,1676.64,0.0,False,2024-01-06,RECEIVED,2026-01-10T22:15:11.552600
TX45,PROD9,USR3,,SALE,1,133.39,0.0,False,2024-01-06,COMPLETED,2026-01-10T22:15:11.552609
TX46,PROD28,USR8,,SALE,8,1138.32,0.0,False,2024-01-06,COMPLETED,2026-01-10T22:15:11.552618
TX47,PROD12,USR5,,SALE,4,408.72,0.0,False,2024-01-06,COMPLETED,2026-01-10T22:15:11.552627
TX48,PROD13,USR6,SUP3,PURCHASE,13,1071.85,0.0,False,2024-01-06,RECEIVED,2026-01-10T22:15:11.552636
TX49,PROD21,USR9,,SALE,6,248.76,0.0,False,2024-01-07,COMPLETED,2026-01-10T22:15:11.552647
TX50,PROD1,USR2,,SALE,5,43.15,0.0,False,2024-01-07,COMPLETED,2026-01-10T22:15:11.552657
TX51,PROD2,USR2,,SALE,6,618.72,0.0,False,2024-01-07,COMPLETED,2026-01-10T22:15:11.552666
TX52,PROD14,USR10,,SALE,4,419.12,0.0,False,2024-01-07,COMPLETED,2026-01-10T22:15:11.552675
TX53,PROD9,USR1,,SALE,4,533.56,0.0,False,2024-01-07,COMPLETED,2026-01-10T22:15:11.552685
TX54,PROD12,USR7,SUP1,PURCHASE,15,1532.7,0.0,False,2024-01-07,RECEIVED,2026-01-10T22:15:11.552710
TX55,PROD20,USR6,SUP6,PURCHASE,14,926.94,0.0,False,2024-01-07,RECEIVED,2026-01-10T22:15:11.552727
TX56,PROD17,USR5,,SALE,7,180.04,0.0,False,2024-01-07,COMPLETED,2026-01-10T22:15:11.552907
TX57,PROD18,USR3,,SALE,7,946.26,0.0,False,2024-01-08,COMPLETED,2026-01-10T22:15:11.552945
TX58,PROD22,USR3,,SALE,7,815.15,0.0,False,2024-01-08,COMPLETED,2026-01-10T22:15:11.552965
TX59,PROD18,USR1,,SALE,7,946.26,0.0,False,2024-01-08,COMPLETED,2026-01-10T22:15:11.552981
TX60,PROD26,USR10,,SALE,8,1117.76,0.0,False,2024-01-08,COMPLETED,2026-01-10T22:15:11.552997
TX61,PROD15,USR8,,SALE,8,993.28,0.0,False,2024-01-08,COMPLETED,2026-01-10T22:15:11.553016
TX62,PROD26,USR3,,SALE,6,838.32,0.0,False,2024-01-08,COMPLETED,2026-01-10T22:15:11.553030
TX63,PROD3,USR4,,SALE,4,146.8,0.0,False,2024-01-08,COMPLETED,2026-01-10T22:15:11.553041
TX64,PROD1,USR1,SUP2,PURCHASE,24,207.12,0.0,False,2024-01-09,RECEIVED,2026-01-10T22:15:11.553055
TX65,PROD28,USR2,,SALE,4,569.16,0.0,False,2024-01-09,COMPLETED,2026-01-10T22:15:11.553066
TX66,PROD23,USR7,,SALE,3,16.41,0.0,False,2024-01-09,COMPLETED,2026-01-10T22:15:11.553076
TX67,PROD21,USR1,SUP1,PURCHASE,12,497.52,0.0,False,2024-01-09,RECEIVED,2026-01-10T22:15:11.553087
TX68,PROD6,USR9,,SALE,4,144.88,0.0,False,2024-01-09,COMPLETED,2026-01-10T22:15:11.553097
TX69,PROD15,USR3,,SALE,6,744.96,0.0,False,2024-01-10,COMPLETED,2026-01-10T22:15:11.553109
TX70,PROD25,USR8,SUP5,PURCHASE,21,1747.41,0.0,False,2024-01-10,RECEIVED,2026-01-10T22:15:11.553119
TX71,PROD14,USR9,SUP4,PURCHASE,20,2095.6,0.0,False,2024-01-10,RECEIVED,2026-01-10T22:15:11.553129
TX72,PROD15,USR5,SUP2,PURCHASE,13,1614.08,0.0,False,2024-01-10,RECEIVED,2026-01-10T22:15:11.553139
TX73,PROD16,USR4,,SALE,5,660.35,0.0,False,2024-01-11,COMPLETED,2026-01-10T22:15:11.553150
TX74,PROD8,USR5,,SALE,2,46.2,0.0,False,2024-01-11,COMPLETED,2026-01-10T22:15:11.553160
TX75,PROD5,USR3,,SALE,3,367.11,0.0,False,2024-01-11,COMPLETED,2026-01-10T22:15:11.553169
TX76,PROD23,USR4,,SALE,6,32.82,0.0,False,2024-01-11,COMPLETED,2026-01-10T22:15:11.553178
TX77,PROD18,USR8,,SALE,7,946.26,0.0,False,2024-01-11,COMPLETED,2026-01-10T22:15:11.553187
TX78,PROD13,USR10,,SALE,7,577.15,0.0,False,2024-01-11,COMPLETED,2026-01-10T22:15:11.553198
TX79,PROD16,USR1,,SALE,7,924.49,0.0,False,2024-01-11,COMPLETED,2026-01-10T22:15:11.553207
TX80,PROD28,USR7,,SALE,4,569.16,0.0,False,2024-01-11,COMPLETED,2026-01-10T22:15:11.553216
TX81,PROD16,USR4,,SALE,1,132.07,0.0,False,2024-01-11,COMPLETED,2026-01-10T22:15:11.553226
TX82,PROD13,USR6,,SALE,7,577.15,0.0,False,2024-01-11,COMPLETED,2026-01-10T22:15:11.553235
TX83,PROD24,USR3,SUP4,PURCHASE,24,1158.48,0.0,False,2024-01-11,RECEIVED,2026-01-10T22:15:11.553251
TX84,PROD1,USR7,,SALE,1,8.63,0.0,False,2024-01-12,COMPLETED,2026-01-10T22:15:11.553266
TX85,PROD3,USR7,SUP2,PURCHASE,10,367.0,0.0,False,2024-01-12,RECEIVED,2026-01-10T22:15:11.553276
TX86,PROD2,USR5,,SALE,8,824.96,0.0,False,2024-01-12,COMPLETED,2026-01-10T22:15:11.553285
TX87,PROD11,USR6,,SALE,7,317.17,0.0,False,2024-01-12,COMPLETED,2026-01-10T22:15:11.553295
TX88,PROD9,USR2,,SALE,1,133.39,0.0,False,2024-01-12,COMPLETED,2026-01-10T22:15:11.553304
TX89,PROD12,USR4,,SALE,1,102.18,0.0,False,2024-01-12,COMPLETED,2026-01-10T22:15:11.553314
TX90,PROD25,USR1,,SALE,1,83.21,0.0,False,2024-01-12,COMPLETED,2026-01-10T22:15:11.553323
TX91,PROD20,USR3,,SALE,2,132.42,0.0,False,2024-01-12,COMPLETED,2026-01-10T22:15:11.553333
TX92,PROD19,USR4,,SALE,6,109.08,0.0,False,2024-01-12,COMPLETED,2026-01-10T22:15:11.553343
TX93,PROD6,USR10,SUP5,PURCHASE,8,289.76,0.0,False,2024-01-12,RECEIVED,2026-01-10T22:15:11.553352
TX94,PROD25,USR3,,SALE,1,83.21,0.0,False,2024-01-12,COMPLETED,2026-01-10T22:15:11.553362
TX95,PROD19,USR7,SUP4,PURCHASE,11,199.98,0.0,False,2024-01-13,RECEIVED,2026-01-10T22:15:11.553374
TX96,PROD3,USR10,SUP6,PURCHASE,12,440.4,0.0,False,2024-01-13,RECEIVED,2026-01-10T22:15:11.553383
TX97,PROD4,USR5,,SALE,2,198.46,0.0,False,2024-01-13,COMPLETED,2026-01-10T22:15:11.553393
TX98,PROD26,USR10,,SALE,7,978.04,0.0,False,2024-01-13,COMPLETED,2026-01-10T22:15:11.553402
TX99,PROD22,USR6,,SALE,6,698.7,0.0,False,2024-01-13,COMPLETED,2026-01-10T22:15:11.553411
TX100,PROD1,USR7,,SALE,6,51.78,0.0,False,2024-01-13,COMPLETED,2026-01-10T22:15:11.553421
TX101,PROD21,USR8,,SALE,3,124.38,0.0,False,2024-01-13,COMPLETED,2026-01-10T22:15:11.553430
TX102,PROD21,USR5,SUP5,PURCHASE,22,912.12,0.0,False,2024-01-14,RECEIVED,2026-01-10T22:15:11.553442
TX103,PROD25,USR8,,SALE,5,416.05,0.0,False,2024-01-14,COMPLETED,2026-01-10T22:15:11.553453
TX104,PROD11,USR4,,SALE,8,362.48,0.0,False,2024-01-14,COMPLETED,2026-01-10T22:15:11.553462
TX105,PROD8,USR8,,SALE,7,161.7,0.0,False,2024-01-14,COMPLETED,2026-01-10T22:15:11.553471
TX106,PROD11,USR1,SUP4,PURCHASE,10,453.1,0.0,False,2024-01-14,RECEIVED,2026-01-10T22:15:11.553480
TX107,PROD16,USR4,SUP3,PURCHASE,15,1981.05,0.0,False,2024-01-14,RECEIVED,2026-01-10T22:15:11.553491
TX108,PROD9,USR10,SUP6,PURCHASE,22,2934.58,0.0,False,2024-01-14,RECEIVED,2026-01-10T22:15:11.553501
TX109,PROD1,USR9,,SALE,7,60.41,0.0,False,2024-01-14,COMPLETED,2026-01-10T22:15:11.553510
TX110,PROD16,USR9,,SALE,8,1056.56,0.0,False,2024-01-14,COMPLETED,2026-01-10T22:15:11.553520
TX111,PROD15,USR1,,SALE,7,869.12,0.0,False,2024-01-14,COMPLETED,2026-01-10T22:15:11.553530
TX112,PROD23,USR4,,SALE,6,32.82,0.0,False,2024-01-14,COMPLETED,2026-01-10T22:15:11.553539
TX113,PROD18,USR9,,SALE,6,811.08,0.0,False,2024-01-15,COMPLETED,2026-01-10T22:15:11.553551
TX114,PROD12,USR8,,SALE,4,408.72,0.0,False,2024-01-15,COMPLETED,2026-01-10T22:15:11.553560
TX115,PROD4,USR4,,SALE,3,297.69,0.0,False,2024-01-15,COMPLETED,2026-01-10T22:15:11.553570
TX116,PROD7,USR4,,SALE,5,639.45,0.0,False,2024-01-15,COMPLETED,2026-01-10T22:15:11.553580
TX117,PROD4,USR4,,SALE,3,297.69,0.0,False,2024-01-15,COMPLETED,2026-01-10T22:15:11.553589
TX118,PROD10,USR1,,SALE,5,504.4,0.0,False,2024-01-15,COMPLETED,2026-01-10T22:15:11.553598
TX119,PROD2,USR1,,SALE,3,309.36,0.0,False,2024-01-15,COMPLETED,2026-01-10T22:15:11.553607
TX120,PROD21,USR8,SUP1,PURCHASE,23,953.58,0.0,False,2024-01-15,RECEIVED,2026-01-10T22:15:11.553616
TX121,PROD10,USR8,,SALE,3,302.64,0.0,False,2024-01-15,COMPLETED,2026-01-10T22:15:11.553636
TX122,PROD2,USR5,,SALE,2,206.24,0.0,False,2024-01-15,COMPLETED,2026-01-10T22:15:11.553645
TX123,PROD16,USR2,,SALE,1,132.07,0.0,False,2024-01-16,COMPLETED,2026-01-10T22:15:11.553656
TX124,PROD5,USR3,SUP5,PURCHASE,7,856.59,0.0,False,2024-01-16,RECEIVED,2026-01-10T22:15:11.553665
TX125,PROD8,USR2,SUP5,PURCHASE,24,554.4,0.0,False,2024-01-16,RECEIVED,2026-01-10T22:15:11.553674
TX126,PROD20,USR10,SUP2,PURCHASE,17,1125.57,0.0,False,2024-01-16,RECEIVED,2026-01-10T22:15:11.553684
TX127,PROD15,USR8,SUP3,PURCHASE,18,2234.88,0.0,False,2024-01-16,RECEIVED,2026-01-10T22:15:11.553713
TX128,PROD10,USR10,,SALE,2,201.76,0.0,False,2024-01-16,COMPLETED,2026-01-10T22:15:11.553732
TX129,PROD25,USR4,,SALE,2,166.42,0.0,False,2024-01-16,COMPLETED,2026-01-10T22:15:11.553752
TX130,PROD6,USR4,,SALE,3,108.66,0.0,False,2024-01-16,COMPLETED,2026-01-10T22:15:11.553767
TX131,PROD1,USR7,,SALE,8,69.04,0.0,False,2024-01-16,COMPLETED,2026-01-10T22:15:11.553923
TX132,PROD2,USR4,,SALE,8,824.96,0.0,False,2024-01-17,COMPLETED,2026-01-10T22:15:11.553939
TX133,PROD3,USR4,SUP3,PURCHASE,25,917.5,0.0,False,2024-01-17,RECEIVED,2026-01-10T22:15:11.553948
TX134,PROD19,USR4,,SALE,4,72.72,0.0,False,2024-01-17,COMPLETED,2026-01-10T22:15:11.553959
TX135,PROD21,USR3,SUP3,PURCHASE,7,290.22,0.0,False,2024-01-17,RECEIVED,2026-01-10T22:15:11.553968
TX136,PROD2,USR3,,SALE,5,515.6,0.0,False,2024-01-17,COMPLETED,2026-01-10T22:15:11.553978
TX137,PROD15,USR2,,SALE,7,869.12,0.0,False,2024-01-17,COMPLETED,2026-01-10T22:15:11.553988
TX138,PROD9,USR9,,SALE,2,266.78,0.0,False,2024-01-17,COMPLETED,2026-01-10T22:15:11.553999
TX139,PROD2,USR7,,SALE,5,515.6,0.0,False,2024-01-18,COMPLETED,2026-01-10T22:15:11.554013
TX140,PROD1,USR2,SUP2,PURCHASE,23,198.49,0.0,False,2024-01-18,RECEIVED,2026-01-10T22:15:11.554023
TX141,PROD19,USR1,SUP6,PURCHASE,23,418.14,0.0,False,2024-01-18,RECEIVED,2026-01-10T22:15:11.554036
TX142,PROD2,USR3,,SALE,8,824.96,0.0,False,2024-01-18,COMPLETED,2026-01-10T22:15:11.554046
TX143,PROD30,USR5,SUP2,PURCHASE,18,1064.7,0.0,False,2024-01-18,RECEIVED,2026-01-10T22:15:11.554055
TX144,PROD21,USR8,,SALE,7,290.22,0.0,False,2024-01-18,COMPLETED,2026-01-10T22:15:11.554064
TX145,PROD11,USR6,,SALE,3,135.93,0.0,False,2024-01-18,COMPLETED,2026-01-10T22:15:11.554074
TX146,PROD11,USR7,,SALE,7,317.17,0.0,False,2024-01-18,COMPLETED,2026-01-10T22:15:11.554083
TX147,PROD27,USR9,,SALE,6,104.52,0.0,False,2024-01-18,COMPLETED,2026-01-10T22:15:11.554092
TX148,PROD9,USR6,SUP1,PURCHASE,17,2267.63,0.0,False,2024-01-18,RECEIVED,2026-01-10T22:15:11.554102
TX149,PROD28,USR9,,SALE,8,1138.32,0.0,False,2024-01-18,COMPLETED,2026-01-10T22:15:11.554116
TX150,PROD14,USR1,,SALE,8,838.24,0.0,False,2024-01-18,COMPLETED,2026-01-10T22:15:11.554127
TX151,PROD25,USR1,,SALE,3,249.63,0.0,False,2024-01-19,COMPLETED,2026-01-10T22:15:11.554145
TX152,PROD30,USR5,SUP4,PURCHASE,20,1183.0,0.0,False,2024-01-19,RECEIVED,2026-01-10T22:15:11.554155
TX153,PROD4,USR1,,SALE,4,396.92,0.0,False,2024-01-19,COMPLETED,2026-01-10T22:15:11.554165
TX154,PROD23,USR3,,SALE,7,38.29,0.0,False,2024-01-19,COMPLETED,2026-01-10T22:15:11.554174
TX155,PROD3,USR4,,SALE,2,73.4,0.0,False,2024-01-19,COMPLETED,2026-01-10T22:15:11.554184
TX156,PROD21,USR3,SUP4,PURCHASE,14,580.44,0.0,False,2024-01-19,RECEIVED,2026-01-10T22:15:11.554193
TX157,PROD17,USR5,SUP4,PURCHASE,20,514.4,0.0,False,2024-01-19,RECEIVED,2026-01-10T22:15:11.554203
TX158,PROD8,USR8,,SALE,4,92.4,0.0,False,2024-01-19,COMPLETED,2026-01-10T22:15:11.554212
TX159,PROD30,USR10,,SALE,3,177.45,0.0,False,2024-01-19,COMPLETED,2026-01-10T22:15:11.554221
TX160,PROD28,USR2,SUP3,PURCHASE,18,2561.22,0.0,False,2024-01-19,RECEIVED,2026-01-10T22:15:11.554231
TX161,PROD30,USR9,SUP3,PURCHASE,14,828.1,0.0,False,2024-01-20,RECEIVED,2026-01-10T22:15:11.554245
TX162,PROD24,USR5,,SALE,8,386.16,0.0,False,2024-01-20,COMPLETED,2026-01-10T22:15:11.554256
TX163,PROD28,USR3,,SALE,6,853.74,0.0,False,2024-01-20,COMPLETED,2026-01-10T22:15:11.554265
TX164,PROD11,USR9,,SALE,6,271.86,0.0,False,2024-01-20,COMPLETED,2026-01-10T22:15:11.554275
TX165,PROD28,USR4,,SALE,7,996.03,0.0,False,2024-01-20,COMPLETED,2026-01-10T22:15:11.554284
TX166,PROD8,USR7,,SALE,8,184.8,0.0,False,2024-01-20,COMPLETED,2026-01-10T22:15:11.554293
TX167,PROD23,USR7,SUP4,PURCHASE,25,136.75,0.0,False,2024-01-20,RECEIVED,2026-01-10T22:15:11.554303
TX168,PROD5,USR8,,SALE,6,734.22,0.0,False,2024-01-20,COMPLETED,2026-01-10T22:15:11.554312
TX169,PROD28,USR8,,SALE,8,1138.32,0.0,False,2024-01-21,COMPLETED,2026-01-10T22:15:11.554323
TX170,PROD1,USR3,SUP4,PURCHASE,9,77.67,0.0,False,2024-01-21,RECEIVED,2026-01-10T22:15:11.554333
TX171,PROD3,USR8,,SALE,7,256.9,0.0,False,2024-01-21,COMPLETED,2026-01-10T22:15:11.554344
TX172,PROD21,USR2,SUP3,PURCHASE,22,912.12,0.0,False,2024-01-21,RECEIVED,2026-01-10T22:15:11.554353
TX173,PROD11,USR8,,SALE,2,90.62,0.0,False,2024-01-22,COMPLETED,2026-01-10T22:15:11.554365
TX174,PROD8,USR5,,SALE,7,161.7,0.0,False,2024-01-22,COMPLETED,2026-01-10T22:15:11.554375
TX175,PROD4,USR2,,SALE,5,496.15,0.0,False,2024-01-22,COMPLETED,2026-01-10T22:15:11.554384
TX176,PROD29,USR1,,SALE,1,114.51,0.0,False,2024-01-22,COMPLETED,2026-01-10T22:15:11.554393
TX177,PROD10,USR6,,SALE,4,403.52,0.0,False,2024-01-22,COMPLETED,2026-01-10T22:15:11.554403
TX178,PROD17,USR7,,SALE,3,77.16,0.0,False,2024-01-22,COMPLETED,2026-01-10T22:15:11.554412
TX179,PROD6,USR3,,SALE,7,253.54,0.0,False,2024-01-22,COMPLETED,2026-01-10T22:15:11.554421
TX180,PROD20,USR4,SUP4,PURCHASE,9,595.89,0.0,False,2024-01-22,RECEIVED,2026-01-10T22:15:11.554430
TX181,PROD8,USR8,,SALE,5,115.5,0.0,False,2024-01-22,COMPLETED,2026-01-10T22:15:11.554442
TX182,PROD29,USR8,,SALE,3,343.53,0.0,False,2024-01-23,COMPLETED,2026-01-10T22:15:11.554453
TX183,PROD3,USR8,SUP3,PURCHASE,14,513.8,0.0,False,2024-01-23,RECEIVED,2026-01-10T22:15:11.554463
TX184,PROD21,USR7,,SALE,5,207.3,0.0,False,2024-01-23,COMPLETED,2026-01-10T22:15:11.554472
TX185,PROD13,USR8,,SALE,6,494.7,0.0,False,2024-01-24,COMPLETED,2026-01-10T22:15:11.554483
TX186,PROD19,USR5,,SALE,7,127.26,0.0,False,2024-01-24,COMPLETED,2026-01-10T22:15:11.554493
TX187,PROD9,USR1,SUP5,PURCHASE,6,800.34,0.0,False,2024-01-24,RECEIVED,2026-01-10T22:15:11.554502
TX188,PROD30,USR10,,SALE,5,295.75,0.0,False,2024-01-24,COMPLETED,2026-01-10T22:15:11.554512
TX189,PROD25,USR4,SUP5,PURCHASE,12,998.52,0.0,False,2024-01-24,RECEIVED,2026-01-10T22:15:11.554521
TX190,PROD21,USR4,,SALE,3,124.38,0.0,False,2024-01-24,COMPLETED,2026-01-10T22:15:11.554530
TX191,PROD29,USR1,SUP3,PURCHASE,6,687.06,0.0,False,2024-01-25,RECEIVED,2026-01-10T22:15:11.554544
TX192,PROD19,USR6,,SALE,5,90.9,0.0,False,2024-01-25,COMPLETED,2026-01-10T22:15:11.554553
TX193,PROD11,USR7,,SALE,6,271.86,0.0,False,2024-01-25,COMPLETED,2026-01-10T22:15:11.554562
TX194,PROD17,USR9,SUP3,PURCHASE,13,334.36,0.0,False,2024-01-25,RECEIVED,2026-01-10T22:15:11.554575
TX195,PROD26,USR5,SUP6,PURCHASE,8,1117.76,0.0,False,2024-01-26,RECEIVED,2026-01-10T22:15:11.554586
TX196,PROD15,USR2,SUP2,PURCHASE,12,1489.92,0.0,False,2024-01-26,RECEIVED,2026-01-10T22:15:11.554595
TX197,PROD28,USR7,,SALE,7,996.03,0.0,False,2024-01-26,COMPLETED,2026-01-10T22:15:11.554604
TX198,PROD1,USR5,,SALE,6,51.78,0.0,False,2024-01-26,COMPLETED,2026-01-10T22:15:11.554613
TX199,PROD22,USR5,,SALE,6,698.7,0.0,False,2024-01-26,COMPLETED,2026-01-10T22:15:11.554625
TX200,PROD4,USR4,,SALE,6,595.38,0.0,False,2024-01-26,COMPLETED,2026-01-10T22:15:11.554634
TX201,PROD30,USR10,,SALE,8,473.2,0.0,False,2024-01-26,COMPLETED,2026-01-10T22:15:11.554646
TX202,PROD30,USR5,,SALE,3,177.45,0.0,False,2024-01-26,COMPLETED,2026-01-10T22:15:11.554656
TX203,PROD2,USR1,SUP3,PURCHASE,8,824.96,0.0,False,2024-01-26,RECEIVED,2026-01-10T22:15:11.554665
TX204,PROD4,USR4,,SALE,8,793.84,0.0,False,2024-01-26,COMPLETED,2026-01-10T22:15:11.554674
TX205,PROD22,USR9,,SALE,3,349.35,0.0,False,2024-01-27,COMPLETED,2026-01-10T22:15:11.554685
TX206,PROD29,USR7,,SALE,8,916.08,0.0,False,2024-01-27,COMPLETED,2026-01-10T22:15:11.554726
TX207,PROD20,USR7,,SALE,6,397.26,0.0,False,2024-01-27,COMPLETED,2026-01-10T22:15:11.554751
TX208,PROD7,USR8,SUP4,PURCHASE,16,2046.24,0.0,False,2024-01-27,RECEIVED,2026-01-10T22:15:11.554762
TX209,PROD4,USR6,SUP5,PURCHASE,25,2480.75,0.0,False,2024-01-27,RECEIVED,2026-01-10T22:15:11.554772
TX210,PROD12,USR1,,SALE,2,204.36,0.0,False,2024-01-27,COMPLETED,2026-01-10T22:15:11.554781
TX211,PROD28,USR8,,SALE,1,142.29,0.0,False,2024-01-27,COMPLETED,2026-01-10T22:15:11.554794
TX212,PROD2,USR6,SUP2,PURCHASE,23,2371.76,0.0,False,2024-01-27,RECEIVED,2026-01-10T22:15:11.554804
TX213,PROD3,USR9,,SALE,4,146.8,0.0,False,2024-01-28,COMPLETED,2026-01-10T22:15:11.554817
TX214,PROD11,USR3,,SALE,3,135.93,0.0,False,2024-01-28,COMPLETED,2026-01-10T22:15:11.554826
TX215,PROD5,USR9,SUP3,PURCHASE,8,978.96,0.0,False,2024-01-28,RECEIVED,2026-01-10T22:15:11.554835
TX216,PROD22,USR1,,SALE,4,465.8,0.0,False,2024-01-28,COMPLETED,2026-01-10T22:15:11.554845
TX217,PROD19,USR6,,SALE,1,18.18,0.0,False,2024-01-28,COMPLETED,2026-01-10T22:15:11.554854
TX218,PROD5,USR7,,SALE,2,244.74,0.0,False,2024-01-28,COMPLETED,2026-01-10T22:15:11.554863
TX219,PROD15,USR6,,SALE,8,993.28,0.0,False,2024-01-29,COMPLETED,2026-01-10T22:15:11.554874
TX220,PROD17,USR4,,SALE,5,128.6,0.0,False,2024-01-29,COMPLETED,2026-01-10T22:15:11.554883
TX221,PROD15,USR1,SUP1,PURCHASE,17,2110.72,0.0,False,2024-01-29,RECEIVED,2026-01-10T22:15:11.554895
TX222,PROD14,USR2,,SALE,8,838.24,0.0,False,2024-01-29,COMPLETED,2026-01-10T22:15:11.554905
TX223,PROD3,USR2,,SALE,2,73.4,0.0,False,2024-01-29,COMPLETED,2026-01-10T22:15:11.554914
